,name,album,year,dance,acoustic,energy,instrumental,liveness,loudness,speech,tempo,valence,popularity,lyrics
147,Summer Games,Scorpion,2018,0.776,0.477,0.482,0.0456,0.11,-11.269,0.0357,136.008,0.134,62,"[Pre-Chorus]I think you're changing your mindStarting to see it in your eyesI used to love a good surpriseAnd now, I'd rather know ahead of time[Chorus]You said ""I love you"" too fastSo much for that, girl, summer just startedAnd we're already done[Verse 1]Yeah, you say I led you on, but you followed meI follow one of your friends, you unfollow meThen you block them so they can't seeYou liking someone just like meI expected more from you honestlySaid you want a simple life and that's not meHow you go from that to endin' up with someone just like…?[Pre-Chorus]How can you be angry on a night in JulyAnd be warm with me when it's freezing outsideYou're confusin' meDon't have me wastin' my time"
148,Jaded,Scorpion,2018,0.764,0.037,0.271,0.0,0.175,-5.697,0.0414,116.019,0.0371,73,"[Intro: Drake]Ayy, yeahDogs on this side, dogs over on this sideYeah[Verse 1: Drake & Ty Dolla $ign]Leaving me (Leavin' me)Dippin' out on me (On me)Already got what you needed, I guessQuickly (Quickly) learned yourself through me (Through me)Already gave you what you needed, I guess (Ooh yeah)I guess (Yeah), yeahThat's why I'm not with nobody (Ooh yeah)'Cause I don't wanna hurt nobody (Ooh yeah)Did it over text, didn't call me (Ooh yeah)Still got love for you, mamiI know you wanna be somebodyEven if you gotta leave somebody (Body), yeah[Chorus: Drake & Ty Dolla $ign]Yes, I'm hurting, yes, I'm jaded (Jaded)Most of these things I don't wanna say (Jaded)I wanna be around while you chasin' (While you chasin' it)You wanna hit me up when you make itYou'll try and come back when you famousI always want the truth but it's dangerous (Dangerous, oh)You got somethin' real, not basic (Ooh yeah)You wanna get with me, stopYes, I'm hurting, yes, I'm jaded (Jaded)Most of these things, I don't wanna say (Say)I wanna be around while you chasin'(Wanna be around, wanna be around)You wanna hit me up when you make it (Ooh, yeah)You'll try and come back when you famous(Back around, back around)I always want the truth but it's dangerous (Dangerous)You got somethin' real, not basicYou wanna get with me, stop (Flakin')"
149,Nice For What,Scorpion,2018,0.585,0.0891,0.909,9.7e-05,0.119,-6.474,0.0707,93.372,0.758,82,"[Intro: Big Freedia & Lauryn Hill]I wanna know who mothafuckin' representin' in here tonightHold on, hold onI keep lettin' you back in (You back in)How can I explain myself?[Chorus: Lauryn Hill & Drake]Care for me, care for me, you said you'd care for meThere for me, there for me, said you'd be there for me(Lil Weezyana shit)Cry for me, cry for me, you said you'd die for me(Murda on the beat)Give to me, give to me, why won't you live for me?Care for me, care for me, I know you care for me(A song for y'all to cut up to, you know?)There for me, there for me, said you'd be there for me (Yeah)Cry for me, cry for me, you said you'd die for meGive to me, give to me, why won't you live for me?[Verse 1: Drake]Everybody get your mothafuckin' roll onI know shorty and she doesn't want no slow songHad a man last year, life goes onHaven't let that thing loose, girl, in so longYou've been inside, know you like to lay lowI've been peepin' what you bringin' to the tableWorkin' hard, girl, everything paid forFirst-last, phone bill, car note, cableWith your phone out, gotta hit them anglesWith your phone out, snappin' like you FaboAnd you showin' off, but it's alrightAnd you showin' off, but it's alright (Alright!)It's a short life, yeah"
150,Finesse,Scorpion,2018,0.807,0.133,0.319,0.000338,0.101,-8.152,0.0581,94.992,0.299,79,"[Intro]Yeah, turn everything upYeah, oh yeah (Oh yeah)Turn everything up a little more[Verse 1]I want my baby to have your eyesI'm going against my own adviceShould I do New York? I can't decideFashion week is more your thing than mineI can't even lie, I'd rather stay insideI can't do suit and tieCan't be in a room with you and stand on different sidesOne thing at a time, I have to learn to hideOne thing at a time, emotions running highI wish you felt alright[Pre-Chorus]Just hitting my lineAll the time, all the time, all the–You stay on my mindAll the time, all the timeYeah[Chorus]It takes some finesseI seen you finesseHe can't know finesseYou stay on my mind"
151,Ratchet Happy Birthday,Scorpion,2018,0.657,0.11,0.571,0.00123,0.0735,-12.519,0.139,167.958,0.622,56,"[Chorus: Drake & PARTYNEXTDOOR]It's your fuckin' birthday (Oh, birthday, I need more liquor)It's a fuckin' celebration (Oh oh)Tonight we celebrateSeems like time's out of our controlIt's a celebration, oh oh[Verse 1: Drake]It's your birthday, baby, it's your birthdayYeah, who's gonna love you on your worst day?You talk so toughI know you're soft like buttercupsReese's, Reese's, don't be ridiculousJust say your piece and peace up like IbizaCool your headtop, you hotter than AnittaBakin', baby, tell me where I need to–[Pre-Chorus: Drake]To be, to feel, and fill that emptiness inside youPetty bullshit shouldn't excite youOn your birthday[Chorus: Drake & PARTYNEXTDOOR]It's your brrrrrrr–It's your fuckin' birthday (Oh, birthday, I need more liquor)It's a fuckin' celebration (Oh oh)Tonight we celebrateSeems like time's out of our control (Oh oh)It's a celebration, oh oh"
152,That’s How You Feel,Scorpion,2018,0.85,0.117,0.473,0.0103,0.108,-5.747,0.209,85.454,0.38,67,
153,Blue Tint,Scorpion,2018,0.889,0.013,0.372,0.0,0.184,-10.254,0.357,133.997,0.123,65,"[Intro: Future]MarioPlutoGang, gang, gang, gang, gang[Chorus: Drake]Look who I'm fuckin' againI had her on ice but thenI watched the ice get thinNow, does she sink or swim?[Post-Chorus: Drake & Future]She had an attitude in the summerBut she bein' nice again (She bein' nice)Double my price again (Double my price)Top of the charts, back in they heartsNigga, he strikes again, whoaSome niggas bitter with life and they hate meThey wanna put knife in my ribs, whoa[Verse 1: Drake]Way this shit set up I live like RonaldoBut I never been in Madrid, whoaShe said that that she workin', I told her come overAnd we can get right at the crib, whoaShe finish at 6 but then say she got court in the morning to fight for her kidI told her I'd pray for the kid"
154,In My Feelings,Scorpion,2018,0.835,0.0589,0.626,6e-05,0.396,-5.833,0.125,91.03,0.35,78,"[Intro: Drake]Trap, TrapMoneyBennyThis shit got me in my feelingsGotta be real with it, yeah[Chorus: Drake]Kiki, do you love me? Are you riding?Say you'll never ever leave from beside me'Cause I want ya, and I need yaAnd I'm down for you alwaysKB, do you love me? Are you riding?Say you'll never ever leave from beside me'Cause I want ya, and I need yaAnd I'm down for you always[Verse: Drake]Look, the new me is really still the real meI swear you gotta feel me before they try and kill meThey gotta make some choices, they runnin' out of options'Cause I've been goin' off and they don't know when it's stoppin'And when you get to toppin', I see that you've been learnin'And when I take you shoppin', you spend it like you earned itAnd when you popped off on your ex he deserved itI thought you were the one from the jump, that confirmed itTrapMoneyBenny, ayyI buy you Champagne but you love some HennyFrom the block like you JennyI know you special, girl, 'cause I know too many"
155,Don’t Matter To Me (with Michael Jackson),Scorpion,2018,0.822,0.493,0.318,0.0128,0.11,-12.391,0.0575,102.998,0.138,72,
156,After Dark (feat. Static Major & Ty Dolla $ign),Scorpion,2018,0.687,0.0407,0.429,0.0,0.142,-13.075,0.192,141.966,0.336,60,"[Intro: Static Major]Haha, hahaYeah, ayy (After dark)[Chorus: Drake, Static Major & Both]In the whip solo, no one's gotta know (After dark)Knockin' at your door, I don't gotta work anymore (After dark)You canPut your phone down, you're gonna need two hands (After dark)You can't get enoughGirl, you know I set it up, for after dark[Verse 1: Drake & Static Major]Late night like Left Eye, I'm creepin'Assuming the worst 'cause I haven't heard from you all weekendYour silence is drivin' me up the wall, up the wallI cannot tell if you're duckin' calls or missin' calls'Cause you've been so patientI drink on the job and smoke on the jobSo, I don't know how serious you take itCan't offer much more, you've heard it beforeThat narrative for me isn't changin'I wanna make you a priorityI wanna let you know there's more to meI wanna have your faith restored in meI'll be on my way (After dark)"
157,Final Fantasy,Scorpion,2018,0.5,0.422,0.449,7.96e-06,0.115,-10.977,0.442,144.206,0.104,58,"[Verse 1]Yeah, I never reallyTalk about dick that I wanna give you or places I wanna get toNeck grab, hair grabArch back, heart attack, cardiacI need it nasty like, like Evil Angel, like VividYou know, nasty like how they give itYou know, I need you to be open like Kai's kitchenThat pussy kinda sound like waves hittin' (Kshh!)Soothin', keep it right there, no movin'Make my way around the bases-esI wanna take you to oasisesBein' honest, I don't really know what patience isAyy, freaky like the red leather MichaelZombie revival, this ain't like youThis that new you, this ain't high school (Hi)I like best when you're fresh faced and no foundationWillin' and ready for the takin'Earth-shatterin', groundbreakin'Headscarf for after our relationsNo judgment is our arrangementMake that face up if you dareBut just be prepared that I am gonna cause that lipstick to smearAnd the mascara tears to run downI always need a glass of wine by sundownI always get your ass over here somehowI hope that the apocalypse is the only thing that doesn't come now, we’re one now"
158,March 14,Scorpion,2018,0.558,0.405,0.414,0.0,0.36,-7.355,0.358,127.094,0.318,56,"[Intro]Here we goYeah[Verse]Yesterday morning was crazyI had to come to terms with the fact that it's not a maybeThat shit is in stone, sealed and signedShe not my lover like ""Billie Jean"", but the kid is mineSandi used to tell me all it takes is one time, and all it took was one timeShit, we only met two times, two timesAnd both times were nothin' like the new timesNow it's rough times, I'm out here on front linesJust tryin' to make sure that I see him sometimesIt's breakin' my spiritSingle father, I hate when I hear itI used to challenge my parents on every albumNow I'm embarrassed to tell 'em I ended up as a co-parentAlways promised the family unitI wanted it to be different because I've been through itBut this is the harsh truth nowAnd fairy tales are saved for the bedtime stories I tell you nowI don't want you worry 'bout whose houseYou live at, or who loves you more or who's not thereWho did what to who 'fore you got hereNah, look, I'm too proud to let that come between me and you nowRealize I gotta think for two nowI gotta make it, I better make itI promise if I'm not dead, then I'm dedicatedThis the first positive DNA we ever celebratedI can't forget the looks on they facesGot the news in Miami that now we all got ones that we raisin'Tell Gelo bring some Mod Rosé and the Baccarats outFor our cheers to the next generationBut this Champagne toast is short-livedI got an empty crib in my empty cribI only met you one time, introduced you to Saint NickI think he must've brought you like twenty giftsYour mother say you growin' so fast that they don't even really fitBut man, you knowI still had to get it for my boy though, you knowYou haven't met your grandfather yet, that nigga a tripHe probably could'a did stand-upYeah, but at the same time, he's a stand upAnd that's how you gon' be when it's time to man upOctober baby for irony's sake, of courseI got this 11 tatted for somebody, now it's yoursAnd believe me, I can't wait to get a hundred moreSorry I'm ventin', tryna cover groundThey said that in two weeks, you're supposed to come in townHopefully by the time you hear thisMe and your mother will have come aroundInstead of always cuttin' each other downGod willin', I got a good feelin'You got a good spiritWe'll talk more when you hear this, my G"
159,Free Smoke,More Life,2017,0.736,0.0681,0.491,0.0,0.571,-6.892,0.439,141.979,0.203,65,"[Intro: Nai Palm & Drake]Is it the strength of your feelingsOverthrowing your pain?You'll see new heights you’ll be reachingAnd is it today that you will find your new release?And in your wake, ripple your sweet fateAnd more chune for your headtopSo watch how you speak on my name, you know?[Verse 1: Drake]Yeah, I couldn't get a bill paidYou couldn't buy the real thingI was stayin’ up at yo' placeTryin' to figure out the whole thingI saw people doin' thingsAlmost gave up on the music thingBut we all so spoiled nowMore life, more everythingMust have never had your phone tappedAll that yappin' on the phone shitYou must really love the road lifeAll that never comin' home shit[Chorus: Drake]Free smoke, free smoke, ayyFree smoke, free smoke, ayyFree smoke, free smoke, ayy"
160,No Long Talk,More Life,2017,0.913,0.0671,0.608,0.0,0.533,-6.839,0.234,97.063,0.578,60,"[Intro: Drake & Baka Not Nice](Wheel it!)Yeah (Six!)YeahMurda on tha beat so it's not nice[Verse 1: Drake]That’s Baka, he's a no-long-talkerQuick to let the motherfuckin' TEC slamWe don’t need to hear about a next manYutes talk down, then they get ranLeft them, get dipped from the whole endsIf Gilla call shots, no questionsG-Way til I'm restin'But we still got love for the West EndIf it's a chit-chat ting, better talk niceMurda on the beat so it's not niceSkull gets hot, then I'm not niceYou tryna date her and she been let me wop twiceNow you man are on a diss tingJust know man like ChubbsHe's a fixer if I ever gotta fix tingsJust know man like Fif, he's a sickazYou get tanned, he don’t miss thingsJust know man like me, I’m a SixerAnd I oversee the whole thingYeah, I pree the whole thing (SN1)Yeah, I pree the whole thingPreme got the err tucked, can't see the whole thingNiggas wanna talk splits, now we need the whole thing"
161,Passionfruit,More Life,2017,0.809,0.256,0.463,0.085,0.109,-11.377,0.0396,111.98,0.364,87,"[Intro: Moodymann]Hold on, hold on, fuck thatFuck that shitHold on, I got to start this mothafuckin' record over again, wait a minuteFuck that shitStill on this mothafuckin’ recordI'ma play this mothafucka for y'allAyy, y’all get some more drinks goin' onI'll sound a whole lot better[Verse 1]ListenSeein' you got ritualisticCleansin' my soul of addiction for now'Cause I'm fallin' apart, yeahTensionBetween us just like picket fencesYou got issues that I won’t mention for now’Cause we're fallin’ apart[Chorus]Passionate from miles awayPassive with the things you sayPassin' up on my old waysI can't blame you, no, noPassionate from miles awayPassive with the things you sayPassin' up on my old waysI can’t blame you, no, no"
162,Jorja Interlude,More Life,2017,0.735,0.762,0.373,0.00202,0.288,-10.478,0.104,123.081,0.237,68,"[Refrain: Jorja Smith]When you see them fall downBut you pick 'em upYou still let them touch the groundDon't worry, I'm sureThey'll know you're trying to help 'em[Verse: Drake]Tryna stay light on my toesJust ran a light in a RollsTold me I'm lookin' exhaustedYou hit it right on the noseI'm tired of all of these niggasI'm tired of all of these hoesWorried 'bout takin' my laneThey ain't even got on the roadThey turn they back and they leave youThey gon' be back when they need youI practice good over evilFlippin' the script like a read-throughYeah, all of my brothers, we equalI play my part too, like a sequelYou tell your niggas you got 'em on anythingQuestion is, do they believe you?'Specially when you never come throughSo much hate inside your heartWe don't even know what we done to youWe just know shit gettin' run throughNever chase it, let it come to youYou out here tellin' everybody everythingYou niggas move like the one-two, yeah"
163,Get It Together,More Life,2017,0.781,0.0945,0.721,0.391,0.104,-9.133,0.0514,123.011,0.849,75,"[Verse 1: Jorja Smith]HelloI've been hurt so many timesIt got to a pointWhen I decidedI can't do this anymoreI need someone to hold meI need someone that needs meI need someone that loves me[Chorus: Drake with Jorja Smith]You need me to get that shit togetherSo we can get togetherYou need me to get that shit togetherSo we can get togetherYou need me to(Yeah, yeah)You need me to[Verse 2: Jorja Smith]You know, we don't have to be dramaticJust romanticDo all the little things, little things, little thingsThat excites meAs your womanGive me a kiss goodnightOver the phoneWhen you're working lateWhen you're out of townTell me how much you need this'Cause we deserve itWe can be together, but"
164,Madiba Riddim,More Life,2017,0.839,0.245,0.521,0.00545,0.607,-10.45,0.166,105.992,0.33,65,"[Intro]Ayy, ayy, ayy[Chorus]I cannot tell who is my friendI need distance between me and themGonna have to teach me how to love you againGod knows I'm tryingGod knows I'm trying for youGod knows I'm trying[Verse 1]God knows itPure mind and pure soul I possess, He knows itAnointed and protected, I was chosenMy heart is way too frozen to get broken[Pre-Chorus]I seen man turn fool for the moneyOne too many timesI seen some girls turn their backOn their best friend from timeI heard you say things that you can't take back, girl, no timeI need you to go easy now and fix up one time[Chorus]I cannot tell who is my friendI need distance between me and themGonna have to teach me how to love you againGod knows I'm tryingGod knows I'm trying for youGod knows I'm trying"
165,Blem,More Life,2017,0.726,0.0533,0.535,1.38e-05,0.0984,-7.804,0.0476,98.067,0.375,66,"[Intro]Unruly, unruly, maddasWho keeps bringing more? I've had too manyThis Virginia done me off alreadyI'm blem for real, I might just say how I feelI'm blem for real, I might just say how I feel[Chorus]Don't switch on me, I got big plansWe need to forward to the islandsAnd get you gold, no spray tansI need you to stop runnin' back to your ex, he's a wastemanI wanna know, how come we can never slash and stay friends?I'm blem for real, I might just say how I feelI'm blem for real, I might just say how I feel[Verse 1]'Cause I know what I likeI know how I wanna live my lifeI don't need no adviceYou're not here and we both know whySo, move from me when you're extraMove from me with the passaI'm buildin' up a house where they raised meYou move with me, I'll go crazy"
166,4422,More Life,2017,0.609,0.558,0.229,0.0413,0.113,-12.36,0.0333,111.887,0.19,69,"[Refrain: Sampha]I'm runnin', but can't run awayYou say you changedBut you never change up[Chorus: Sampha]44, 22You build it up to break it halfway throughJust make the call, 22But you're just the same as I ever knew44, 22You build it up to break it halfway throughJust make the call, 22But you're just the same as I ever knew44, 22You build it up to break it halfway throughJust make the call, 22But you're just the same as I ever knew44, 22You build it up to break it halfway throughJust make the call, 22But you're just the same as I ever knew44, 22You build it up to break it halfway throughJust make the call, 22But you're just the same as I ever knew"
167,Gyalchester,More Life,2017,0.877,0.0317,0.391,0.000502,0.0945,-8.196,0.063,131.018,0.122,71,"[Chorus: Drake & Baka Not Nice](Yah! Yah! Yah! Yah! Yah! Ah)Hermès link, ice-blue mink (Woo!)Tat on my ribs like I do not know what permanent is (Yah!)They want me gone, wait for the kickerBury me now and I only get biggerThat's word to my nigga (Woo!)[Verse 1: Drake & Baka Not Nice]Yeah, October Firm in the cut (Yah!)Stay at the top like I'm stuck, that's just how I'm givin' it upShe wanna get married tonightBut I can't take a knee, 'cause I'm wearin' all whiteMe and my broski are twins, but we don't look alikeI don't take napsMe and the money are way too attached to go and do thatMuscle relax (Ha! Ha! Ha!)That and the spliff put me right on my back, I gotta unpack (Yah!)Virginia Black (Doo! Doo!)I could go make enough money off that and not even rapWhat's that? Facts (Facts, nigga, yah!)Contract max, I gotta bring that shit back (Blah!)[Chorus: Drake & Baka Not Nice]Hermès link (Woo! Woo!), ice-blue mink (Yah!)Tat on my ribs like I do not know what permanent isThey want me gone, out of the picture (Yah!)Bury me now and I only get biggerThat's word to my, word to my—"
168,Skepta Interlude,More Life,2017,0.745,0.0103,0.822,4.2e-06,0.155,-6.354,0.252,86.733,0.415,60,"[Chorus: Skepta]It's a madnessCheck my account, it's a madness (Mm)Block that account, it's a catfish (Yeah)Block that account, it's a catfish (Dubplate special)Check my account, that's a madnessCheck my account, that's a madness (OVO, BBK, greaze!)Block that account, that's a catfishBlock that account, that's a catfish[Verse 1: Skepta]You don't know me, you better get to know meStand up tall, right next to KobeA young G, I had the weapon on meSlice up work like pepperoni (Shing!)The police still arrest the homiesNo statement, no testimonySpit in your face with extra bogeyIt's my time, I don't flex a RollieOn cloud nine, a man's extra cozy (Bo!) (Greaze!)I might switch it up and direct a moviePussyholes tried to execute meDied and came back as Fela KutiDon't phone me, send a text to JulieOVO, man's so unruly (Bo!)South by, ride out, no SuzukiGot the Austin Powers, a man's extra groovy (Greaze!)Front row, jacket tailor-madeCrackhead swag with the razor blade (Sex)Red umbrella when I make it rain (Sex)My whole team winnin', we don't play your gameSound like me, but they ain't the same (Greaze!)See them online tryna fake the fameThey wanna bust jokes, they think I'm Damon Wayans (Yeah)"
169,Portland,More Life,2017,0.925,0.0172,0.443,0.0,0.276,-8.216,0.264,136.078,0.35,75,"[Intro: Drake & Baka Not Nice]Murda on the beat so it's not niceYeahIt's a Habibis ting, ya?[Verse 1: Drake]Yeah, my side girl got a 5S with the screen crackedStill hit me back right away, better not never hesitateDon't come around thinkin' you gettin' savedTryna show the dogs brighter daysGot a torch, tryna light the wayBitin' everybody, which is ironic'Cause your next album probably won't ever see the light of dayHad fans, but you let 'em downBut I guess that's how you niggas gettin' downI'm so high up I'm like, ""How is niggas really gettin' down?""I could never have a kid, then be out here still kiddin' roundBoys playin' around, where you really wanna take it now?I got a 150,000 dollars for an afterpartyAnd I gave it to the killas just to break it downBring us up, I never take us downBut if you bring me up, then they might take you downFake fucked with me back thenBut it's gettin' hard for you to fake it nowFuck bein' rich when I'm forty, man, I'm tryna make it now"
170,Sacrifices,More Life,2017,0.903,0.0407,0.439,0.0,0.138,-11.813,0.397,139.112,0.532,62,"[Verse 1:  Drake]Wrote this shit, January 21Baby girl, I had to run, I'll be back a couple monthsKendall turned 21, was up the street with 21They could see me online, but they won't see me on the onesI got Dubai plates in the California stateI got her waitin' at my place, I got no baby on the wayI'm talkin' Baby like Stunna, I'm talkin' Baby like FaceLost millions in the past, I'm talkin' maybe like eightCouple niggas from the cityWishin' on a star, could they be like DrakeSorry, no, not today, you gotta find your own wayBig dog from the 6, I'm talkin' Dogg like NateMy shit be raw out the gate, I don't need another take40 got house on the lake, I ain't know we had a lakeShe complainin' how I'm late, I ain't know it was a dateNiggas see me in personFirst thing they say is, ""I know you need a break.""Hell naw, I feel great, ready now, why wait?Like a kiss from a rose I could be the one to seal your whole fateSo be careful what you think, think about what you gon' sayGotta deal with people straight, I got my 23's lacedIt's a marathon, not a sprint, but I still gotta win the race, yeah[Chorus: Drake]And I'm convincedI made sacrifices, I been ballin' ever sinceWe seein' so many blessings, shit don't make no senseSomeone watchin' over us, so shout goes out to HimYeah, I'm convincedI made sacrifices, I been ballin' ever sinceYeah, I did some wrong, I had no choice in my defenseSomeone watchin' over us, so shout goes out to—"
171,Nothings Into Somethings,More Life,2017,0.766,0.332,0.234,0.00156,0.358,-7.544,0.159,96.882,0.256,66,"[Intro: DJ Paul]You ever hear some slow tracks, you know what I'm sayin'?With, like, some pimpin' to it, or somethin'That you can relax, pop a top to, or somethin'?[Verse 1: Drake]Big cup of Ac', I'm drowsyI'm still posted up where you first found meDid I just read that you just got engaged on me?I heard from your friend, you couldn't even tell meOr better yet, wait on me[Chorus: Drake]Nah, sha-nah-nah-nah-nah-nahSha-nah-nah-nah-nah-nahCan't just leave it off that waySha-nah-nah-nah-nah-nahSha-nah-nah-nahCan't just leave it off that way, nah[Verse 2: Drake]Least, do I get an invitation or something?A statement or something?Ask about that, you would say it was nothingBut here's another nothing that you made into somethingCan't just leave it off that way"
172,Teenage Fever,More Life,2017,0.766,0.111,0.283,0.0172,0.115,-10.33,0.0846,97.04,0.144,85,"[Verse 1: Drake]Your heart is hard to carry after darkYou're to blame for what we could have been'Cause look at what we areYour friends are scared to tell you, you went too farFunny that it's always been all about you from the startI met someone new last night and we kicked itAnd I'm going back there tonightAnd you know what's on my mind, this timeGoing back there tonightAnd you know what's on my mind so[Chorus: Jennifer Lopez]If you had my loveAnd I gave you all my trustWould you comfort me?And if somehow you knewThat your love would be untrueWould you lie to me?If you had my loveAnd I gave you all my trustWould you comfort me?And if somehow you knewThat your love would be untrueWould you lie to me?"
173,KMT,More Life,2017,0.875,0.0189,0.6,0.0143,0.132,-6.818,0.0435,119.987,0.0906,66,"[Intro: Giggs & Drake](Ness on the beat)Yeah, yeah, yeah, yeah, yeah, yeahYeah, okay, okay, okay[Verse 1: Drake & Giggs]Demon just got out the can (Yeah)I gave my bro an advance (Yeah)Love is just not in my plansNot even takin' a chanceStudio right in my yaadI'm doin' ten in a weekHow long I been on this streak?Dream about work in my sleep (Oof)Okay, I got a lock on the streetsShoutout to T, he did threeAnd he brought it in 'cause of meYou don't know nothin' 'bout meLife for my bruddas is deepLong as they all on they feetLong as they pockets is greaze (Greaze!)I'm in the penthouse but still, nothin' is sweet (Yeah)Dust a man down with the pen, it's a sweep (Mmm!)Taller in person, you'll see when we meetI heard your new shit and I'm kissin' my teethJheeze!"
174,Lose You,More Life,2017,0.526,0.699,0.583,0.0,0.372,-9.172,0.376,89.837,0.378,65,"[Intro: John Taylor & Drake]I don't care what society thinks. They're nothing anyway. They're no better than me. Out there you just have to fit into a pattern that somebody's already laid out for you. Life we live, you have to set your own patterns, your own ideals. You have to handle the whole job yourself. (Yeah)[Verse 1: Drake]No snow tires, the Range slip-slide like Trick Daddy and TrinaOli North pull in, like, 10 million a seasonQueen Street visions that nobody believed inIf we not on the charts, my XO niggas eatin'Fifty-two consecutive weekends, shout out to WeekndThe city gets stronger when everybody is speakin'Not when everybody out here beefin'We got it, now we just gotta keep itAmerica's most wanted, man, I'm still on the runAll these number ones and we still not the onesNo hard feelings, but I'll still get you spunWent and got diplomas and we still goin' dumbPlease never label niggas who lay down for a livin'My competition, it's beyond offensiveI'm in it for the glory, not the honor mentionNot tryna be fourth and inches, I'm tryna go the distanceYeah, distance, I'm on a different missionThis the remix to ""Ignition,"" hot and fresh out the kitchenHow you forget to fill up with gas on the road to riches?Too overly ambitious, too late to fix itToo late for condolences when it's over withI need to start sayin' shit when I notice itBe open with people I need some closure withBe honest with myself and take ownershipOpinions started to burn when tables started to turnI really used to feel like they loved a nigga at firstExcitin' times, revitalizedTrust this little light of mine is gonna shine positivelyI'm just takin' what God will give meGrateful like Jerry, Bob and MickeyBetter attitude, we'll see where it gets meI know catchin' flies with honey is still stickyI wrote the book on world-class finessesAnd tasteful gestures and makin' effortsAnd never placin' secondAnd even better knowin' you're first but then takin' secondInspirin' and never takin' creditI know I deserve more, I just never said itTwo middle fingers as I make a exit, yeah"
175,Can't Have Everything,More Life,2017,0.856,0.0136,0.572,1.55e-06,0.121,-8.429,0.373,82.445,0.454,61,
176,Glow,More Life,2017,0.688,0.2,0.384,0.0,0.708,-8.824,0.375,162.098,0.432,58,"[Chorus: Kanye West]Watch out for me, I'm bound to glowYou better watch out for me, I'm bound to glow[Verse 1: Kanye West]Your boy all glowed upEvery time we touch down, bet it go up'Member doin' shows, ain't nobody show upPour your heart out, ain't nobody show loveThey used to laugh when my whip was on the tow truck'Til me and bein' broke finally broke up[Chorus: Drake]Watch out for me, I'm about to glow[Verse 2: Kanye West]Time to shake the dice, time to change the li-i-ightNo more 9 to 5, autopilot dri-i-iveUsed to work the fries, now we supersi-i-izeWe go suit and tie, we gon' touch the sky-y-yWe so certified, we so certifi-i-iedFuck you haters still, that's an F-Y-I-I-IThey gon' bang this here all summerti-i-ime[Chorus: Drake]Watch out for me, I'm about to glow"
177,Since Way Back,More Life,2017,0.468,0.348,0.266,9.55e-06,0.209,-11.121,0.13,153.294,0.222,62,"[Part I][Intro: PARTYNEXTDOOR]Yeah(Crowd Talking)[Verse 1: PARTYNEXTDOOR]Rolling my eyesAs you beg, I testify thatI hate being aloneBut you finally got me out my zoneI know and I miss youKnow when I'm trippingOh, yes it's difficultThank God I'm ChristianRemember how this all begun, just usMy mama said you was bad newsLike, ""Dun-dun-dun-dun""You proved her right, every single nightOh my, oh my, can't close my eyesCan't open my eyes, don't know what to doI'm in some kind of moodYou're so beautiful, you're so beautiful[Chorus: PARTYNEXTDOOR]We gotta listen to the old KellyYou slipped out if you don’t know alreadyGirl, I know you know alreadyGirl, I know you know alreadyThings are gettin' hot and heavyThings are gettin' hot and heavyGirl, I know you know alreadyGirl, I know you, girl, I know you"
178,Fake Love,More Life,2017,0.928,0.105,0.481,0.0,0.176,-9.35,0.287,134.007,0.613,76,"[Chorus]I've been down so long, it look like up to meThey look up to meI got fake people showin' fake love to meStraight up to my face, straight up to my faceI've been down so long, it look like up to meThey look up to meI got fake people showin' fake love to meStraight up to my face, straight up to my face[Verse 1]Somethin' ain't right when we talkin'Somethin' ain't right when we talkin'Look like you hidin' your problemsReally you never was solidNo, you can't ""son"" meYou won't never get to run meJust when shit look out of reachI reach back like one, threeLike one, three, yeah[Pre-Chorus]That's when they smile in my faceWhole time they wanna take my placeWhole time they wanna take my placeWhole time they wanna take my placeYeah, I know they wanna take my placeI can tell that love is fakeI don't trust a word you sayHow you wanna clique up after your mistakes?Look you in the face, and it's just not the same"
179,Ice Melts,More Life,2017,0.813,0.08,0.551,0.0,0.386,-7.605,0.353,124.957,0.598,60,"[Intro: Young Thug]YeahNigga, what you thought?Slatt, slatt, slattJeffery (Mario)Jeffery, ayyYeah[Chorus: Young Thug]Feel a rump-rumpBaby, I'm needin' somethin', somethin'I wan' beat it up with somethin', somethin'You're a diamond out the rough or somethin', somethin'You need to give it up to someoneYou need to give luck to someoneYou need to fuckin' stop watchin' meYou need to give it up to someoneBefore you end up likeWoah, woah, woah, woah, likeWoah, woah, woahWoah, woah, woahWoah, woah, woahWoah, woah, woah, woah (Jeffery)[Verse 1: Drake]Look, I want you to myself (Yeah)But I know you just left someone else, I know you did (I know)He did a number on you (Brrt)That must be why you move so... icy (Ice)"
